city,time,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,uv_index,aqi_category,severity,risk_classification,hour
Delhi,2025-12-11 17:00:00+00:00,134.1,133.6,1213.0,77.0,70.3,25.0,0.0,Unhealthy,4160.5,High Risk,17
Delhi,2025-12-11 18:00:00+00:00,138.8,138.3,1231.0,72.4,70.5,24.0,0.0,Unhealthy,4213.5,High Risk,18
Delhi,2025-12-11 19:00:00+00:00,136.0,135.5,1144.0,67.5,65.6,24.0,0.0,Unhealthy,3977.9,High Risk,19
Delhi,2025-12-11 20:00:00+00:00,132.7,132.2,1002.0,61.9,57.9,24.0,0.0,Unhealthy,3614.2999999999997,High Risk,20
Delhi,2025-12-11 21:00:00+00:00,132.2,131.8,897.0,57.4,51.8,24.0,0.0,Unhealthy,3358.3999999999996,High Risk,21
Delhi,2025-12-11 22:00:00+00:00,133.2,132.2,840.0,54.5,48.6,22.0,0.0,Unhealthy,3219.0,High Risk,22
Delhi,2025-12-11 23:00:00+00:00,134.1,133.2,821.0,52.8,47.1,18.0,0.0,Unhealthy,3163.9,High Risk,23
Delhi,2025-12-12 00:00:00+00:00,136.9,136.4,900.0,52.8,47.7,17.0,0.0,Unhealthy,3345.7,High Risk,0
Delhi,2025-12-12 01:00:00+00:00,144.8,144.4,1182.0,57.0,52.1,13.0,0.0,Unhealthy,3995.8,High Risk,1
Delhi,2025-12-12 02:00:00+00:00,160.2,159.3,1563.0,62.8,58.7,12.0,0.1,Unhealthy,4925.1,High Risk,2
Delhi,2025-12-12 03:00:00+00:00,163.4,162.5,1792.0,63.5,63.1,28.0,0.65,Unhealthy,5477.1,High Risk,3
Delhi,2025-12-12 04:00:00+00:00,146.7,146.2,1731.0,54.1,63.1,79.0,1.65,Unhealthy,5338.9,High Risk,4
Delhi,2025-12-12 05:00:00+00:00,125.3,124.3,1517.0,39.6,60.9,149.0,2.85,Unhealthy,4880.4,High Risk,5
Delhi,2025-12-12 06:00:00+00:00,100.4,99.7,1316.0,27.6,59.2,203.0,3.7,Moderate,4387.9,High Risk,6
Delhi,2025-12-12 07:00:00+00:00,81.0,80.3,1145.0,18.5,58.4,230.0,3.75,Moderate,3932.1,High Risk,7
Delhi,2025-12-12 08:00:00+00:00,72.6,71.9,987.0,12.0,57.9,242.0,3.05,Moderate,3556.9,High Risk,8
Delhi,2025-12-12 09:00:00+00:00,69.2,68.2,949.0,15.0,58.9,237.0,1.9,Moderate,3453.2,High Risk,9
Delhi,2025-12-12 10:00:00+00:00,68.0,67.1,1098.0,33.6,61.1,211.0,0.8,Moderate,3747.3,High Risk,10
Delhi,2025-12-12 11:00:00+00:00,76.6,75.7,1368.0,61.8,64.6,169.0,0.2,Moderate,4356.9,High Risk,11
Delhi,2025-12-12 12:00:00+00:00,111.5,110.6,1665.0,88.5,71.4,127.0,0.0,Unhealthy,5238.1,High Risk,12
Delhi,2025-12-12 13:00:00+00:00,148.5,147.6,1997.0,111.4,82.8,89.0,0.0,Unhealthy,6221.3,High Risk,13
Delhi,2025-12-12 14:00:00+00:00,180.7,179.7,2355.0,132.9,97.4,51.0,0.0,Unhealthy,7224.799999999999,High Risk,14
Delhi,2025-12-12 15:00:00+00:00,211.4,210.9,2623.0,149.3,112.5,23.0,0.0,Very Unhealthy,8050.9,High Risk,15
Delhi,2025-12-12 16:00:00+00:00,239.3,238.4,2740.0,159.9,130.9,10.0,0.0,Very Unhealthy,8583.1,High Risk,16
Delhi,2025-12-12 17:00:00+00:00,262.6,261.7,2766.0,165.4,149.8,7.0,0.0,Very Unhealthy,8910.1,High Risk,17
Delhi,2025-12-12 18:00:00+00:00,274.7,273.8,2763.0,164.9,157.8,6.0,0.0,Very Unhealthy,9027.9,High Risk,18
Delhi,2025-12-12 19:00:00+00:00,268.2,267.3,2736.0,155.5,146.6,6.0,0.0,Very Unhealthy,8839.5,High Risk,19
Delhi,2025-12-12 20:00:00+00:00,258.0,257.0,2679.0,140.0,124.4,7.0,0.0,Very Unhealthy,8495.6,High Risk,20
Delhi,2025-12-12 21:00:00+00:00,246.8,245.9,2636.0,125.6,105.2,9.0,0.0,Very Unhealthy,8192.1,High Risk,21
Delhi,2025-12-12 22:00:00+00:00,238.4,238.0,2562.0,113.6,92.8,9.0,0.0,Very Unhealthy,7881.799999999999,High Risk,22
Delhi,2025-12-12 23:00:00+00:00,233.3,232.4,2501.0,102.6,83.2,8.0,0.0,Very Unhealthy,7631.1,High Risk,23
Delhi,2025-12-13 00:00:00+00:00,230.0,229.1,2630.0,95.6,78.4,10.0,0.0,Very Unhealthy,7821.5,High Risk,0
Delhi,2025-12-13 01:00:00+00:00,233.3,232.8,3233.0,97.3,81.7,9.0,0.0,Very Unhealthy,9072.9,High Risk,1
Delhi,2025-12-13 02:00:00+00:00,251.5,250.5,4026.0,103.0,89.7,10.0,0.1,Very Unhealthy,10859.8,High Risk,2
Delhi,2025-12-13 03:00:00+00:00,271.9,271.9,4330.0,101.6,94.5,34.0,0.55,Very Unhealthy,11721.6,High Risk,3
Delhi,2025-12-13 04:00:00+00:00,215.6,215.1,3674.0,85.6,91.5,104.0,1.5,Very Unhealthy,10090.7,High Risk,4
Delhi,2025-12-13 05:00:00+00:00,176.5,175.6,2530.0,62.6,85.3,196.0,2.6,Unhealthy,7647.1,High Risk,5
Delhi,2025-12-13 06:00:00+00:00,136.4,135.5,1630.0,43.8,81.7,266.0,3.35,Unhealthy,5646.7,High Risk,6
Delhi,2025-12-13 07:00:00+00:00,107.1,106.2,1261.0,30.9,83.6,295.0,3.45,Unhealthy,4717.3,High Risk,7
Delhi,2025-12-13 08:00:00+00:00,93.4,92.2,1137.0,22.2,88.2,301.0,2.75,Moderate,4359.8,High Risk,8
Delhi,2025-12-13 09:00:00+00:00,89.6,88.2,1133.0,24.3,92.6,292.0,1.75,Moderate,4319.4,High Risk,9
Delhi,2025-12-13 10:00:00+00:00,88.7,87.5,1232.0,43.7,95.4,265.0,0.75,Moderate,4519.0,High Risk,10
Delhi,2025-12-13 11:00:00+00:00,112.0,110.8,1451.0,73.8,98.1,222.0,0.15,Unhealthy,5145.6,High Risk,11
Delhi,2025-12-13 12:00:00+00:00,150.4,149.0,1723.0,101.7,102.2,178.0,0.0,Unhealthy,5991.8,High Risk,12
Delhi,2025-12-13 13:00:00+00:00,194.2,192.8,2096.0,125.9,111.1,131.0,0.0,Unhealthy,7079.6,High Risk,13
Delhi,2025-12-13 14:00:00+00:00,228.2,227.2,2520.0,147.8,121.5,83.0,0.0,Very Unhealthy,8186.8,High Risk,14
Delhi,2025-12-13 15:00:00+00:00,240.3,239.3,2780.0,159.1,125.2,49.0,0.0,Very Unhealthy,8761.6,High Risk,15
Delhi,2025-12-13 16:00:00+00:00,231.9,231.4,2731.0,153.0,116.9,40.0,0.0,Very Unhealthy,8514.3,High Risk,16
Delhi,2025-12-13 17:00:00+00:00,218.4,217.5,2517.0,136.4,101.9,46.0,0.0,Very Unhealthy,7867.9,High Risk,17
Delhi,2025-12-13 18:00:00+00:00,205.4,204.4,2357.0,120.8,88.2,51.0,0.0,Very Unhealthy,7341.200000000001,High Risk,18
Delhi,2025-12-13 19:00:00+00:00,195.1,194.2,2336.0,110.5,78.2,51.0,0.0,Unhealthy,7136.1,High Risk,19
Delhi,2025-12-13 20:00:00+00:00,190.5,189.5,2369.0,101.3,69.4,50.0,0.0,Unhealthy,7089.8,High Risk,20
Delhi,2025-12-13 21:00:00+00:00,189.1,188.6,2418.0,92.7,62.6,48.0,0.0,Unhealthy,7111.5,High Risk,21
Delhi,2025-12-13 22:00:00+00:00,188.6,187.7,2413.0,83.2,57.3,45.0,0.0,Unhealthy,7027.299999999999,High Risk,22
Delhi,2025-12-13 23:00:00+00:00,188.6,187.7,2423.0,74.3,54.0,42.0,0.0,Unhealthy,6989.5,High Risk,23
Delhi,2025-12-14 00:00:00+00:00,189.5,189.1,2621.0,69.9,54.6,40.0,0.0,Unhealthy,7374.0,High Risk,0
Delhi,2025-12-14 01:00:00+00:00,197.4,197.0,3289.0,75.3,62.6,30.0,0.0,Unhealthy,8796.8,High Risk,1
Delhi,2025-12-14 02:00:00+00:00,218.9,218.4,4144.0,85.3,74.6,21.0,0.1,Very Unhealthy,10739.3,High Risk,2
Delhi,2025-12-14 03:00:00+00:00,242.1,241.2,4510.0,87.4,82.5,38.0,0.55,Very Unhealthy,11745.9,High Risk,3
Delhi,2025-12-14 04:00:00+00:00,199.3,198.8,3935.0,73.7,81.2,105.0,1.45,Unhealthy,10396.5,High Risk,4
Delhi,2025-12-14 05:00:00+00:00,168.1,167.6,2871.0,52.3,75.8,199.0,2.4,Unhealthy,8193.7,High Risk,5
Delhi,2025-12-14 06:00:00+00:00,140.6,140.2,1993.0,35.0,73.7,269.0,3.1,Unhealthy,6350.6,High Risk,6
Delhi,2025-12-14 07:00:00+00:00,119.2,118.0,1534.0,24.7,79.3,298.0,3.2,Unhealthy,5325.6,High Risk,7
Delhi,2025-12-14 08:00:00+00:00,104.1,102.7,1262.0,18.6,88.2,305.0,2.7,Unhealthy,4692.0,High Risk,8
Delhi,2025-12-14 09:00:00+00:00,95.2,94.1,1152.0,20.3,94.0,295.0,1.75,Moderate,4402.3,High Risk,9
Delhi,2025-12-14 10:00:00+00:00,90.8,89.4,1229.0,34.0,92.5,265.0,0.75,Moderate,4478.4,High Risk,10
Delhi,2025-12-14 11:00:00+00:00,100.1,99.0,1467.0,55.6,87.8,219.0,0.15,Moderate,4959.9,High Risk,11
Delhi,2025-12-14 12:00:00+00:00,131.8,130.4,1770.0,76.3,86.3,173.0,0.0,Unhealthy,5756.8,High Risk,12
Delhi,2025-12-14 13:00:00+00:00,162.1,161.1,2150.0,95.0,91.5,128.0,0.0,Unhealthy,6721.8,High Risk,13
Delhi,2025-12-14 14:00:00+00:00,191.9,190.9,2595.0,112.8,99.8,83.0,0.0,Unhealthy,7819.6,High Risk,14
Delhi,2025-12-14 15:00:00+00:00,216.5,215.6,2966.0,124.0,106.4,49.0,0.0,Very Unhealthy,8728.1,High Risk,15
Delhi,2025-12-14 16:00:00+00:00,237.5,236.6,3240.0,125.1,110.4,32.0,0.0,Very Unhealthy,9413.5,High Risk,16
Delhi,2025-12-14 17:00:00+00:00,253.3,252.4,3440.0,119.7,112.5,27.0,0.0,Very Unhealthy,9911.7,High Risk,17
Delhi,2025-12-14 18:00:00+00:00,259.8,258.0,3498.0,112.5,110.6,24.0,0.0,Very Unhealthy,10029.8,High Risk,18
Delhi,2025-12-14 19:00:00+00:00,254.3,253.3,3329.0,104.4,102.0,22.0,0.0,Very Unhealthy,9579.0,High Risk,19
Delhi,2025-12-14 20:00:00+00:00,244.9,243.1,3017.0,94.5,89.3,22.0,0.0,Very Unhealthy,8785.4,High Risk,20
Delhi,2025-12-14 21:00:00+00:00,231.4,230.5,2750.0,85.3,77.6,24.0,0.0,Very Unhealthy,8070.3,High Risk,21
Delhi,2025-12-14 22:00:00+00:00,215.6,214.7,2580.0,76.9,67.8,26.0,0.0,Very Unhealthy,7537.1,High Risk,22
Delhi,2025-12-14 23:00:00+00:00,197.4,196.5,2454.0,69.2,59.0,29.0,0.0,Unhealthy,7082.5,High Risk,23
Delhi,2025-12-15 00:00:00+00:00,182.5,181.6,2389.0,63.9,53.7,32.0,0.0,Unhealthy,6799.9,High Risk,0
Delhi,2025-12-15 01:00:00+00:00,178.8,177.9,2408.0,63.8,54.7,31.0,0.0,Unhealthy,6808.9,High Risk,1
Delhi,2025-12-15 02:00:00+00:00,187.2,185.8,2575.8,66.1,59.2,31.0,0.1,Unhealthy,7236.400000000001,High Risk,2
Delhi,2025-12-15 03:00:00+00:00,183.9,183.0,2658.0,63.8,61.4,46.0,0.6,Unhealthy,7421.5,High Risk,3
Delhi,2025-12-15 04:00:00+00:00,159.3,158.3,2327.0,51.9,58.6,93.0,1.6,Unhealthy,6644.4,High Risk,4
Delhi,2025-12-15 05:00:00+00:00,132.2,131.3,1817.0,35.4,53.5,156.0,2.8,Unhealthy,5510.7,High Risk,5
Delhi,2025-12-15 06:00:00+00:00,95.2,93.6,1369.0,22.2,48.2,200.0,3.7,Moderate,4373.2,High Risk,6
Delhi,2025-12-15 07:00:00+00:00,65.7,64.0,1045.0,14.5,42.8,210.0,3.85,Moderate,3466.3,High Risk,7
Delhi,2025-12-15 08:00:00+00:00,51.1,49.4,782.0,10.1,37.2,201.0,3.15,Good,2756.5,High Risk,8
Delhi,2025-12-15 09:00:00+00:00,46.1,44.4,633.0,10.6,33.5,185.0,2.0,Good,2357.7,High Risk,9
Delhi,2025-12-15 10:00:00+00:00,44.9,43.3,664.0,19.3,33.0,162.0,0.9,Good,2374.4,High Risk,10
Delhi,2025-12-15 11:00:00+00:00,46.8,45.4,809.0,32.9,34.4,132.0,0.2,Good,2650.6,High Risk,11
Delhi,2025-12-15 12:00:00+00:00,58.1,56.9,922.0,42.9,35.5,111.0,0.0,Moderate,2949.4,High Risk,12
